sku,national_inv,lead_time,in_transit_qty,forecast_3_month,forecast_6_month,forecast_9_month,sales_1_month,sales_3_month,sales_6_month,sales_9_month,min_bank,potential_issue,pieces_past_due,perf_6_month_avg,perf_12_month_avg,local_bo_qty,deck_risk,oe_constraint,ppap_risk,stop_auto_buy,rev_stop,went_on_backorder
1296191,3,2,0,0,0,0,0,0,0,0,1,No,0,0.77,0.78,0,No,No,No,Yes,No,No
1475977,420,8,0,0,0,0,6,18,39,64,4,No,0,1,0.99,0,No,No,No,Yes,No,No
2864103,119,2,0,0,0,0,1,1,6,12,1,No,0,0.67,0.69,0,No,No,No,Yes,No,No
2945001,286,8,0,270,270,270,5,27,77,115,20,No,0,0.05,0.07,0,No,No,No,Yes,No,No
2054918,11,2,0,10,10,20,0,0,0,0,0,No,0,1,0.9,0,No,No,No,Yes,No,No
2099993,6,9,0,0,0,0,0,0,0,0,0,No,0,0.96,0.96,0,No,No,Yes,Yes,No,No
1858289,2,8,0,2,3,5,0,1,5,6,0,No,0,0.66,0.69,0,No,No,No,Yes,No,No
1792569,2,8,0,21,35,48,7,23,33,55,0,No,0,0.97,0.98,0,No,No,No,Yes,No,Yes
1682848,11,12,0,0,0,0,7,23,47,65,13,No,0,0.93,0.95,0,Yes,No,No,Yes,No,No
1952807,7,4,0,0,0,0,0,0,0,0,0,No,0,0.24,0.14,0,Yes,No,No,Yes,No,No
1990960,1,8,0,8,8,8,1,2,7,11,0,No,0,0,0,0,No,No,No,Yes,No,Yes
3250836,36,12,1,5,30,35,8,23,44,54,2,No,0,0.33,0.4,0,No,No,Yes,Yes,No,No
3275747,11,8,0,0,6,12,1,5,16,30,1,No,0,0.18,0.38,0,No,No,No,Yes,No,No
1221426,586,2,606,2657,4522,5004,208,524,1675,4765,300,No,0,0.64,0.68,0,No,No,No,Yes,No,No
1748735,3291,NA,0,0,0,0,0,0,0,0,17,No,0,-99,-99,0,Yes,No,No,Yes,No,No
1610504,22,2,0,0,0,0,0,0,0,0,0,No,0,0.51,0.47,0,No,No,Yes,Yes,No,No
1600609,9,8,0,19,19,30,6,16,32,71,0,No,0,0.17,0.33,0,No,No,No,Yes,No,Yes
1720507,2,2,0,1,2,3,1,1,3,3,0,No,0,0.37,0.4,0,Yes,No,No,Yes,No,Yes
2916822,15,8,0,0,0,0,0,0,1,1,0,No,0,0.99,0.96,0,No,No,No,Yes,No,No
1537969,2779,8,3,0,1600,1600,14,35,74,112,39,No,0,0.87,0.91,0,No,No,No,Yes,No,No
3068115,8,12,15,0,15,15,4,10,17,27,0,No,0,0,0,0,No,No,No,Yes,No,No
1292767,0,8,0,2,2,2,0,0,0,0,0,No,0,0.42,0.41,0,No,No,No,Yes,No,Yes
1313595,4,15,0,5,10,15,3,6,11,16,0,No,0,1,0.99,0,Yes,No,No,No,No,No
1671214,0,8,0,1,1,1,0,0,0,1,0,No,0,0.62,0.62,0,No,No,No,Yes,No,Yes
1338128,102,8,0,0,0,0,1,2,2,2,0,No,0,0.97,0.9,0,No,No,Yes,Yes,No,No
2853921,11,4,0,0,0,2,4,5,6,6,0,No,0,0.73,0.78,0,No,No,No,Yes,No,No
1164950,10,8,0,0,0,0,0,0,0,0,0,No,0,0.89,0.88,0,Yes,No,No,Yes,No,No
1772671,0,NA,0,0,0,0,0,0,0,0,0,No,0,-99,-99,0,No,No,No,Yes,No,No
3028906,186,9,20,36,108,162,25,93,165,231,24,No,0,0.85,0.82,0,No,No,No,Yes,No,No
1403336,3,2,0,0,0,0,1,1,2,3,0,No,0,0.97,0.97,0,No,No,No,Yes,No,No
1641011,0,9,0,8,8,8,0,0,4,4,0,No,0,0.86,0.84,0,No,No,No,Yes,No,No
2987701,0,2,0,3,3,3,0,0,0,0,0,No,0,0.37,0.34,0,Yes,No,Yes,Yes,No,Yes
2845409,6,12,0,0,1,4,0,1,5,8,0,No,0,0.73,0.79,0,No,No,No,Yes,No,No
3131028,17,8,0,0,0,0,0,0,0,0,0,No,0,0.79,0.79,0,Yes,No,No,Yes,No,No
1876680,96,8,0,0,0,22,9,21,78,124,9,No,0,0.96,0.67,0,No,No,No,Yes,No,No
1515090,1200,4,0,0,0,0,0,0,0,0,0,No,0,0.73,0.78,0,No,No,No,Yes,No,No
1733991,4050,8,30,0,1750,4060,72,234,494,753,749,No,0,0.97,0.97,0,No,No,No,Yes,No,No
3091311,8,12,0,198,273,423,12,63,80,80,25,No,0,0.73,0.79,0,No,No,No,Yes,No,No
1464076,17,2,0,0,0,0,0,0,0,1,0,No,0,1,0.97,0,No,No,No,Yes,No,No
1624605,0,4,0,2992,3392,4480,0,0,0,0,0,No,1488,0.99,0.99,0,No,No,No,Yes,No,Yes
1435702,21,9,0,0,0,0,0,1,1,2,0,No,0,0.86,0.84,0,Yes,No,No,No,No,No
3268022,8,NA,0,0,0,0,4,10,19,33,3,No,0,-99,-99,0,Yes,No,No,No,No,No
1822378,2,2,0,2,2,2,3,6,7,7,1,No,0,0.68,0.66,0,No,No,No,Yes,No,Yes
2037054,6,6,0,52,67,77,12,37,77,121,23,No,0,0.78,0.78,0,No,No,No,Yes,No,Yes
1925151,11,8,1,0,4,8,1,4,10,14,3,No,0,0.96,0.85,0,No,No,No,Yes,No,No
1707002,146,10,0,0,0,0,5,21,43,80,2,No,0,0.89,0.9,0,No,No,Yes,Yes,No,No
3166184,9,2,0,16,32,48,4,14,25,36,2,No,0,0.99,0.99,0,No,No,No,Yes,No,No
1848942,56,13,45,40,80,145,8,48,96,154,194,No,0,0.8,0.82,0,No,No,No,Yes,No,No
3168629,46,9,0,0,0,0,3,6,8,20,1,No,0,0.85,0.82,0,No,No,No,Yes,No,No
1855537,0,2,0,5,6,6,0,0,0,0,1,No,0,0.91,0.94,0,Yes,No,No,Yes,No,No
1683430,73,2,0,0,0,30,5,17,87,108,6,No,0,0.91,0.95,0,Yes,No,No,Yes,No,No
3068865,6,9,0,0,0,0,0,0,0,0,0,No,0,0.94,0.83,0,Yes,No,No,Yes,No,No
2137030,7,4,0,0,0,0,0,0,0,0,0,No,0,0.73,0.78,0,Yes,No,No,Yes,No,No
1833491,1804,8,587,0,0,0,91,256,520,868,92,No,0,0.32,0.66,0,Yes,No,No,No,No,No
3032624,18,8,0,0,0,0,0,0,1,1,2,No,0,0,0.25,0,No,No,Yes,Yes,No,No
2013219,1,8,0,0,0,0,0,0,0,0,0,No,0,0.8,0.83,0,No,No,No,Yes,No,No
1205633,6750,4,3510,6000,12000,19200,966,7613,14101,19416,860,No,0,0.97,0.91,0,No,No,No,Yes,No,No
1933189,9,8,0,0,0,0,0,2,2,2,0,No,0,0.97,0.98,0,No,No,Yes,Yes,No,No
1840386,15,8,0,2,2,2,0,0,0,0,0,No,0,0.85,0.89,0,No,No,No,Yes,No,No
1552933,4,12,0,0,0,0,0,1,2,2,0,No,0,0.76,0.78,0,No,No,No,Yes,No,No
2011487,14,2,0,0,0,20,0,4,10,10,0,No,0,0.85,0.56,0,No,No,Yes,Yes,No,No
3039049,2,2,10,20,30,30,4,5,6,6,0,No,0,0.53,0.53,0,No,No,No,Yes,No,Yes
1917915,23,8,1,0,0,0,2,6,11,18,5,No,0,0.99,0.98,0,No,No,No,Yes,No,No
3110785,1139,2,5,1183,2515,3403,437,1421,2409,3294,367,No,0,1,1,0,No,No,No,Yes,No,No
1146139,0,8,0,5,7,7,0,0,0,0,0,No,0,0.46,0.35,0,Yes,No,No,Yes,No,Yes
3203586,9,4,0,0,0,0,0,0,1,3,0,No,0,0.73,0.78,0,No,No,No,Yes,No,No
1710935,34,8,0,75,75,75,0,0,0,0,0,No,0,0.97,0.94,0,No,No,No,Yes,No,No
1507639,51,4,0,0,0,0,3,4,11,18,1,No,0,0.73,0.78,0,No,No,No,Yes,No,No
3054086,14,8,0,0,0,0,0,0,0,0,0,No,0,0.85,0.92,0,No,No,No,Yes,No,No
3175231,50,4,0,20,60,60,12,36,64,92,0,No,0,0.73,0.78,0,No,No,No,Yes,No,No
2823126,18,8,0,0,0,0,0,1,4,6,1,No,0,0.95,0.83,0,No,No,No,Yes,No,No
3249119,243,5,180,504,1188,2016,696,1434,2008,2008,85,No,0,0.65,0.71,0,No,No,No,Yes,No,No
1907323,0,8,0,7,10,12,0,0,2,15,2,No,0,0.66,0.69,0,No,No,Yes,Yes,No,Yes
1431541,0,2,0,7,11,15,3,4,10,11,0,No,0,0.8,0.82,0,No,No,No,Yes,No,Yes
2154026,10,4,10,0,0,10,0,0,0,0,0,No,0,0.73,0.78,0,No,No,No,Yes,No,No
1555490,85,0,11,174,336,484,44,168,356,537,42,No,0,0.93,0.86,0,No,No,No,No,No,Yes
3208803,17,9,0,0,0,0,0,0,0,1,0,No,0,0.54,0.48,0,No,No,No,Yes,No,No
1625337,8,12,0,0,0,0,0,0,0,0,0,No,0,0.78,0.78,0,No,No,No,Yes,No,No
1553098,311,16,27,0,216,432,80,282,550,759,93,No,0,0.79,0.62,0,No,No,No,Yes,No,No
2097643,101,8,2,0,0,0,4,8,15,29,6,No,0,0.5,0.82,0,No,No,No,Yes,No,No
2249437,12,2,0,5,20,30,2,5,13,18,0,No,0,0.64,0.52,0,Yes,No,No,Yes,No,No
2941587,70,2,0,0,0,22,4,10,14,14,2,No,0,1,0.58,0,Yes,No,No,Yes,No,No
3086806,8,8,0,37,37,37,7,16,29,38,1,No,0,0.78,0.83,1,No,No,No,No,No,No
2987444,7,12,0,0,0,0,1,1,1,1,0,No,0,0.73,0.7,0,No,No,No,Yes,No,No
2908447,10,8,0,0,0,0,0,0,1,1,0,No,0,0.82,0.84,0,No,No,No,Yes,No,No
1733723,63,2,0,0,0,0,0,0,13,13,1,No,0,0.36,0.29,0,Yes,No,No,Yes,No,No
1379947,56,8,0,0,0,0,2,4,7,9,7,No,0,0.66,0.66,0,No,No,Yes,Yes,No,No
1117442,12,9,0,0,0,0,0,0,0,0,2,No,0,1,0.99,0,No,No,Yes,Yes,No,No
2003259,0,NA,0,0,0,0,0,0,0,0,0,No,0,-99,-99,0,No,No,No,No,No,No
2243417,6,9,0,0,0,0,0,0,0,1,1,No,0,0.7,0.66,0,No,No,No,Yes,No,No
3083110,24,8,0,0,0,0,1,1,1,1,1,No,0,0.99,0.99,0,No,No,No,No,No,No
1325432,4,2,0,0,0,0,1,1,1,3,0,No,0,0.13,0.14,0,Yes,No,No,Yes,No,No
1481083,21,4,14,18,54,72,9,22,40,55,0,No,0,0.73,0.78,0,No,No,No,Yes,No,No
1734358,12,2,0,0,0,0,0,0,0,0,0,No,0,0.99,0.93,0,No,No,No,Yes,No,No
1501357,5,8,6,0,9,12,2,6,20,26,3,No,0,0.26,0.34,0,No,No,No,Yes,No,No
1176257,0,8,0,0,0,0,0,0,0,0,0,No,0,0.89,0.9,0,No,No,No,Yes,No,No
1900144,7,8,0,11,23,26,0,0,0,0,12,No,0,0.91,0.93,0,No,No,No,Yes,No,No
1515939,219,8,51,360,720,1100,96,325,618,955,111,No,0,0.8,0.82,0,No,No,No,Yes,No,No
2171873,16,8,0,0,0,0,0,0,0,0,0,No,0,0.94,0.96,0,No,No,No,Yes,No,No
1432444,1,8,0,15,27,39,4,10,17,26,2,No,0,0.73,0.52,0,No,No,No,Yes,No,Yes
2003778,0,8,0,74,104,134,13,29,67,103,18,No,0,0.95,0.96,0,No,No,Yes,Yes,No,Yes
2876192,0,8,0,0,0,0,0,0,0,0,0,No,0,0.5,0.5,0,No,No,No,Yes,No,No
1176277,2,8,0,0,0,0,0,0,0,0,1,No,0,0.98,0.99,0,Yes,No,No,Yes,No,No
2161293,5,2,0,0,0,0,0,0,0,0,1,No,0,0.46,0.57,0,Yes,No,No,Yes,No,No
1610520,8,9,5,10,18,30,7,19,30,42,0,No,0,0.43,0.45,0,No,No,No,Yes,No,No
1398651,214,8,0,0,0,0,5,12,36,51,2,No,0,0.88,0.91,0,No,No,No,Yes,No,No
1460684,630,8,0,3373,5610,8340,0,0,0,0,0,No,280,0.86,0.6,0,No,No,No,Yes,No,No
1865734,6,9,0,0,0,0,0,0,1,2,0,No,0,0.94,0.9,0,No,No,No,Yes,No,No
1379364,1,4,0,0,0,0,1,1,1,1,0,No,0,0.87,0.9,0,No,No,No,Yes,No,Yes
2275324,7,2,0,5,10,20,0,2,3,6,1,No,0,0.98,0.97,0,No,No,No,Yes,No,No
1639201,0,8,0,123,123,123,0,34,147,221,0,No,9,0.76,0.78,0,No,No,No,Yes,No,Yes
1414937,236,2,0,0,0,0,0,4,4,4,1,No,0,0.66,0.69,0,Yes,No,No,Yes,No,No
1632504,0,12,0,204,204,204,0,0,0,0,0,No,0,0.95,0.86,0,Yes,No,Yes,Yes,No,Yes
2036884,2,4,0,0,0,0,0,0,1,1,0,No,0,0.73,0.78,0,No,No,No,Yes,No,No
1132988,19,2,0,12,18,18,3,5,5,5,0,No,0,0,0.12,0,No,No,No,Yes,No,No
1196641,3,2,5,44,93,149,24,51,89,134,0,No,0,0.99,0.99,0,No,No,No,Yes,No,Yes
2112949,3,8,0,9,9,9,2,2,2,2,0,No,0,0.5,0.52,0,Yes,No,No,Yes,No,No
3275764,3,9,0,5,9,14,0,4,6,7,0,No,0,0.7,0.66,0,No,No,No,Yes,No,No
2873370,3,8,0,0,0,0,0,0,0,0,1,No,0,0.37,0.34,0,No,No,No,Yes,No,No
2928924,5099,8,0,0,0,0,2,5,8,12,2,No,0,1,0.99,0,No,No,No,Yes,No,No
1438668,1,9,0,12,12,18,1,2,8,10,0,No,0,0.43,0.45,0,No,No,No,Yes,No,Yes
1120841,105,2,36,42,78,102,30,94,130,149,52,No,0,0.99,0.99,0,Yes,No,No,Yes,No,No
2287642,0,2,0,0,0,0,0,0,0,0,0,No,0,0.99,0.99,0,Yes,No,No,Yes,No,No
1610650,755,2,0,0,0,0,23,64,146,230,2,No,0,0.99,0.99,0,No,No,No,Yes,No,No
1114167,6,NA,0,0,0,0,0,0,0,0,0,No,0,-99,-99,0,No,No,No,No,No,No
1674755,3,12,0,27,27,54,5,13,20,28,2,No,0,0.99,0.99,0,No,No,No,Yes,No,No
3254387,169,2,10,100,100,100,20,20,22,22,0,No,0,0.99,0.89,0,Yes,No,No,Yes,No,No
3037463,2,8,0,0,0,0,0,0,0,0,0,No,0,0.73,0.76,0,No,No,Yes,Yes,No,No
1113483,6,8,0,0,0,0,0,0,1,1,0,No,0,0.98,0.99,0,No,No,No,Yes,No,No
3224640,2674,8,0,0,0,0,17,53,130,175,6,No,0,1,0.99,0,No,No,No,Yes,No,No
1795861,39,NA,0,0,0,0,0,0,0,0,0,No,0,-99,-99,0,Yes,No,No,Yes,No,No
1824082,55,52,0,0,0,0,15,22,40,80,2,No,0,0.86,0.84,0,Yes,No,No,Yes,No,No
1615925,1,8,0,0,0,0,0,0,0,0,0,No,0,0.8,0.83,0,No,No,No,Yes,No,No
3178482,138,8,8,753,852,1248,151,399,723,1105,132,No,0,0.53,0.44,3,No,No,Yes,Yes,No,No
3153165,11,2,0,0,0,0,1,1,1,1,0,No,0,0.97,0.93,0,No,No,No,Yes,No,No
1532744,20,2,0,0,0,0,0,0,1,1,0,No,0,0.68,0.64,0,No,No,No,Yes,No,No
2150199,22,8,0,0,0,0,0,0,0,0,0,No,0,0.08,0.3,0,No,No,Yes,Yes,No,No
1589746,1,2,0,15,23,33,6,10,22,34,1,No,0,0.99,0.99,0,No,No,No,Yes,No,Yes
1313905,0,12,0,7,9,12,0,2,5,11,5,No,0,0.82,0.79,0,No,No,Yes,Yes,No,Yes
2882766,0,9,0,31,51,76,4,16,42,68,7,No,13,0.7,0.66,0,No,No,No,Yes,No,No
1175759,47,8,0,468,768,1152,37,236,425,611,90,No,144,0.08,0.05,0,No,No,Yes,Yes,No,No
1270479,34,4,16,46,66,86,14,42,78,114,23,No,0,0.77,0.8,0,No,No,No,Yes,No,No
1607795,10,8,0,0,0,3,2,5,6,7,2,No,0,0.92,0.89,0,No,No,No,Yes,No,No
1131437,39,2,16,64,130,196,12,41,43,43,14,No,0,0.83,0.71,0,No,No,Yes,Yes,No,No
1517235,0,17,0,0,0,0,0,0,0,0,0,No,0,0.99,0.99,0,No,No,No,Yes,No,No
1794820,11,NA,0,0,0,0,0,1,1,2,0,No,0,-99,-99,0,Yes,No,No,Yes,No,No
3273371,2,4,0,0,0,0,0,0,0,0,0,No,0,0.73,0.78,0,No,No,No,Yes,No,No
2098224,22,2,0,0,0,0,0,0,0,0,0,No,0,0.96,0.97,0,Yes,No,No,Yes,No,No
3267555,2,14,0,10,10,10,0,2,3,4,2,No,0,0.99,0.99,0,No,No,Yes,Yes,No,No
1582846,0,2,0,5,5,5,0,0,0,0,0,No,0,0,0,0,Yes,No,Yes,Yes,No,Yes
2958855,59,16,0,0,0,0,0,2,2,3,1,No,0,0.31,0.4,0,No,No,Yes,Yes,No,No
2021472,5,2,0,0,0,0,0,0,0,0,0,No,0,0.59,0.61,0,Yes,No,No,Yes,No,No
3263873,6,8,0,0,0,0,0,0,0,0,0,No,0,0.66,0.85,0,No,No,No,Yes,No,No
1317413,15,4,0,0,0,0,0,0,0,0,0,No,0,0.77,0.8,0,No,No,No,Yes,No,No
1943871,0,12,0,2,3,4,0,0,0,0,0,No,0,0.63,0.72,0,Yes,No,No,Yes,No,No
1993489,10,12,2,0,0,0,0,0,0,0,1,No,0,0.58,0.58,0,Yes,No,No,Yes,No,No
1927723,44,12,0,0,0,0,3,7,7,11,0,No,0,0.99,0.99,0,No,No,No,Yes,No,No
1855332,517,8,468,720,1728,2808,172,853,1891,2710,253,No,0,0.84,0.86,0,No,No,No,Yes,No,No
3199045,8,8,0,19,19,19,0,1,3,5,2,No,0,0.92,0.96,0,No,No,No,Yes,No,No
1782340,2,2,0,30,45,60,8,16,33,45,4,No,0,0.84,0.89,0,No,No,No,Yes,No,Yes
1131711,17,4,0,20,55,90,6,23,79,105,10,No,0,0.82,0.91,0,No,No,No,Yes,No,Yes
2047680,28,2,0,0,0,0,0,3,8,13,0,No,0,0.62,0.62,0,No,No,No,Yes,No,No
1623905,362,14,269,180,240,300,80,144,238,427,203,No,0,0.89,0.9,0,No,No,No,Yes,No,No
1309842,8,8,0,4,8,8,3,4,12,19,0,No,0,0.92,0.75,0,No,No,No,Yes,No,No
2135746,55,9,0,0,0,0,3,10,13,20,0,No,0,0.99,0.98,0,No,No,No,Yes,No,No
1936687,1409,8,0,0,0,0,2,614,685,774,54,No,0,0.95,0.94,0,No,No,No,Yes,No,No
2022206,-57,9,0,438,536,683,175,272,370,535,29,No,0,0.52,0.41,57,No,No,No,Yes,No,Yes
2034934,0,8,0,6,6,6,1,2,3,5,0,No,0,0.08,0.03,0,No,No,No,Yes,No,No
2307779,5,2,0,4,8,12,2,11,15,19,0,No,0,0.97,0.93,0,No,No,No,Yes,No,Yes
1562456,7,12,5,8,8,8,0,0,0,0,1,No,0,0.58,0.58,0,Yes,No,No,Yes,No,No
2941915,10,12,0,0,0,0,0,0,0,0,0,No,0,0.73,0.79,0,No,No,No,Yes,No,No
1534424,6,13,0,0,0,0,0,1,2,2,5,No,0,0.94,0.97,0,Yes,No,No,Yes,No,No
3055808,1,NA,0,0,0,0,0,4,6,6,1,No,0,-99,-99,0,No,No,Yes,No,No,No
2286380,0,NA,0,4,6,9,0,1,7,7,1,No,0,-99,-99,0,No,No,No,Yes,No,Yes
1146700,9,8,0,0,0,0,0,0,3,7,2,No,0,0.99,0.99,0,No,No,No,Yes,No,No
1140256,94,8,0,0,0,0,1,3,3,6,0,No,0,0.82,0.89,0,No,No,Yes,Yes,No,Yes
2142328,1,8,0,1,1,2,3,3,4,9,1,No,0,0.7,0.71,0,No,No,No,Yes,No,Yes
2067853,52,12,14,69,114,159,7,37,82,138,18,No,0,0.85,0.9,0,No,No,No,Yes,No,No
2091454,0,2,0,175,175,175,0,0,0,0,0,No,0,1,0.98,0,Yes,No,No,Yes,No,No
3137469,14,8,0,0,0,0,0,0,0,0,0,No,0,0.66,0.67,0,No,No,No,Yes,No,No
1169030,423,4,4,51,197,302,575,1395,2223,3040,108,No,0,0.77,0.8,0,No,No,No,Yes,No,No
1321907,39,9,0,0,0,0,0,0,0,0,0,No,0,0.91,0.74,0,No,No,No,Yes,No,No
3014303,48,NA,0,0,0,0,2,3,6,14,0,No,0,-99,-99,0,Yes,No,No,Yes,No,No
3265197,1,8,0,1,2,3,0,1,2,3,2,No,0,0.98,0.97,0,No,No,No,Yes,No,No
1605292,11,8,0,0,0,0,0,1,1,1,3,No,0,0.9,0.89,0,No,No,No,Yes,No,No
3197685,30,2,0,0,0,0,3,4,4,6,0,No,0,0.93,0.96,0,No,No,Yes,Yes,No,No
1775736,10,8,0,0,0,0,0,0,3,3,0,No,0,0.97,0.93,0,No,No,No,Yes,No,No
1527838,91,8,99,177,323,491,64,185,331,525,44,No,0,0.65,0.67,0,No,No,No,Yes,No,No
1651909,38,2,0,0,0,0,0,0,2,2,2,No,0,0.76,0.82,0,Yes,No,Yes,Yes,No,No
1754643,3,52,0,0,0,0,0,0,0,0,0,No,0,0.98,0.96,0,Yes,No,No,No,No,No
3076788,238,4,0,0,0,0,0,0,4,4,0,No,0,0.7,0.66,0,No,No,No,Yes,No,No
3260432,1,12,0,38,74,110,17,54,91,125,14,No,0,0.94,0.87,0,No,No,No,Yes,No,Yes
3163503,0,3,0,6,6,6,0,0,0,0,1,No,0,0.87,0.79,0,No,No,No,Yes,No,No
1300809,4,8,0,25,25,25,4,9,16,20,0,No,0,0.94,0.97,0,No,No,No,Yes,No,Yes
1736114,33,8,0,0,0,0,0,0,0,0,0,No,0,0.32,0.27,0,No,No,No,Yes,No,No
1962760,19,8,0,0,50,50,7,16,26,32,2,No,0,0.99,0.98,0,No,No,No,Yes,No,Yes
2861421,0,8,0,12,19,19,0,0,0,0,0,No,0,0.82,0.81,0,No,No,No,Yes,No,Yes
1184082,2,4,8,16,27,36,1,9,12,15,0,No,0,0.77,0.8,0,No,No,No,Yes,No,No
1410629,186,8,0,0,0,0,0,0,0,0,0,No,0,0.75,0.81,0,No,No,No,Yes,No,No
2830325,-1,8,0,23,33,43,1,12,27,42,6,No,0,0,0.03,1,Yes,No,No,No,No,No
1186786,-89,8,58,455,700,936,321,533,712,1262,137,No,0,1,0.99,129,No,No,No,Yes,No,Yes
1228418,214,8,0,280,280,560,59,155,316,532,71,No,0,0.91,0.96,0,No,No,No,Yes,No,No
1632953,20,8,0,2,37,71,8,8,8,8,0,No,0,0.79,0.84,0,No,No,No,Yes,No,No
1354407,2,8,0,0,0,0,0,0,0,1,0,No,0,0.95,0.97,0,No,No,No,Yes,No,No
2159186,929,8,616,1008,1728,2208,275,800,1550,2470,319,No,0,0.9,0.95,0,No,No,No,Yes,No,No
1303359,0,8,0,3,4,5,0,2,3,3,1,No,0,0.43,0.46,0,No,No,No,Yes,No,No
2254120,68,2,0,0,0,0,0,1,1,2,0,No,0,0.82,0.91,0,No,No,No,Yes,No,No
1643120,2507,4,0,3942,10530,15606,921,4064,11167,23350,942,No,0,0.7,0.64,0,No,No,No,No,No,No
1666549,72,8,0,0,0,0,1,8,23,55,3,No,0,0.3,0.3,0,No,No,Yes,Yes,No,No
3282590,9,2,0,0,0,0,0,0,1,1,0,No,0,0.92,0.92,0,No,No,No,Yes,No,No
2302002,0,2,0,48,72,96,17,40,64,84,0,No,0,0,0,0,No,No,No,Yes,No,Yes
3143126,58,8,1,0,10,40,5,24,52,78,8,No,0,0.87,0.91,0,No,No,No,Yes,No,No
2850290,35,2,0,90,110,120,1,20,22,23,0,No,0,0.19,0.46,0,No,No,No,No,No,No
1217504,28,8,0,0,0,0,2,4,7,9,1,No,0,0,0.48,0,No,No,No,Yes,No,No
1848740,215,8,125,175,548,962,91,421,995,1334,120,No,0,0.86,0.91,0,No,No,No,Yes,No,No
1660460,2,8,0,2,4,7,2,4,5,5,0,No,0,0.97,0.98,0,No,No,No,Yes,No,Yes
2859350,58,4,0,0,0,0,0,1,1,1,1,No,0,0.97,0.97,0,No,No,No,Yes,No,No
1796980,157,2,39,253,618,1025,76,353,743,1313,62,No,0,0.73,0.73,0,No,No,No,Yes,No,No
3101420,575,8,304,552,1032,1560,298,753,1244,1822,383,No,0,0.97,0.97,0,No,No,Yes,Yes,No,No
2270590,4,2,18,51,93,129,12,24,24,24,0,No,0,1,1,0,No,No,No,Yes,No,No
1607113,0,2,0,72,108,108,0,0,0,0,4,No,0,0.67,0.55,0,Yes,No,No,No,No,Yes
1362757,1,4,1,2,3,3,1,5,5,6,0,No,0,0.73,0.78,0,No,No,No,Yes,No,No
1633345,39,4,67,0,0,0,0,133,133,133,0,No,0,0.73,0.78,0,Yes,No,No,Yes,No,No
3141739,12,8,0,0,0,0,1,1,1,1,0,No,0,0.87,0.92,0,No,No,No,Yes,No,No
1537639,25,8,0,0,0,0,0,0,1,2,0,No,0,0.99,0.99,0,No,No,No,Yes,No,No
1444244,4,2,0,36,66,108,13,33,89,108,0,No,0,0,0,0,No,No,Yes,Yes,No,Yes
2234675,0,16,0,0,0,0,0,0,0,0,1,No,0,0.31,0.42,0,No,No,Yes,Yes,No,No
2286273,8737,12,2832,20297,29297,37397,4346,10499,20157,35380,4155,No,497,0.73,0.69,0,No,No,No,Yes,No,No
1123870,9,12,0,0,0,0,0,0,0,0,0,No,0,0.73,0.69,0,No,No,No,Yes,No,No
1226640,4,8,0,6,6,6,0,4,6,6,0,No,0,0.88,0.88,0,No,No,No,Yes,No,No
1237549,26,8,0,80,140,220,19,68,143,233,28,No,0,1,0.99,0,No,No,No,Yes,No,No
1300224,13,4,0,0,0,0,0,0,0,0,0,No,0,0.77,0.8,0,No,No,No,Yes,No,No
2057451,64,2,9,131,274,377,13,24,24,24,0,No,0,0.98,0.98,0,No,No,No,Yes,No,No
2966427,3,4,0,0,0,1,0,0,3,3,0,No,0,1,0.99,0,No,No,No,Yes,No,No
3026747,4,2,4,3,3,3,0,0,0,0,0,No,0,0.91,0.91,0,Yes,No,No,Yes,No,No
2930125,6,2,0,0,0,0,0,0,0,0,0,No,0,0.83,0.69,0,No,No,No,Yes,No,No
1755842,1043,12,0,0,0,0,1,1,6,22,8,No,0,-99,0.25,0,No,No,Yes,No,No,No
2105450,1,NA,0,0,0,0,0,0,0,0,1,No,0,-99,-99,0,Yes,No,No,Yes,No,No
2259707,209,4,14,200,500,700,72,249,480,670,71,No,0,0.98,0.96,0,No,No,No,Yes,No,No
1902325,0,3,0,5,8,9,0,0,0,0,1,No,0,0.03,0.1,0,Yes,No,Yes,Yes,No,No
2899491,6,9,0,0,0,0,0,0,0,0,0,No,0,0.99,0.99,0,No,No,No,Yes,No,No
1290957,5,9,0,4,8,8,3,6,10,16,3,No,0,0.98,0.98,0,No,No,No,Yes,No,No
1367706,26,2,15,53,118,183,24,50,2953,2988,0,No,0,0.96,0.97,0,Yes,No,No,Yes,No,No
1205380,10,8,0,76,127,184,25,61,125,181,16,No,0,0.72,0.77,0,No,No,No,Yes,No,Yes
1251169,49,8,0,0,0,0,3,5,11,11,0,No,0,0.93,0.95,0,No,No,No,Yes,No,No
2299364,15,2,0,2,2,2,0,1,5,6,3,No,0,0,0,0,Yes,No,No,Yes,No,No
1692098,-301,8,112,605,924,1254,540,1076,1961,2122,129,No,0,1,0.9,301,No,No,No,Yes,No,Yes
1215330,19,NA,0,0,0,0,0,0,0,0,0,No,0,-99,-99,0,Yes,No,No,Yes,No,No
1454364,13,4,0,0,0,0,0,0,0,0,0,No,0,0.73,0.78,0,Yes,No,No,Yes,No,No
3170031,26,17,0,0,0,0,2,7,19,28,0,No,0,1,1,0,No,No,No,Yes,No,No
1354283,2339,2,1208,2000,3000,5000,570,1699,3323,5652,448,No,0,0.9,0.95,0,No,No,Yes,Yes,No,No
